Date,FY,Products,dia,dia group,grade,type,length,Voucher Type,Quantity,Rate,Value
7/22/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.37,40300,95511
7/22/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.61,42200,532142
7/22/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.05,40700,205535
7/22/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.99,40200,160398
7/22/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.08,40200,204216
7/22/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.07,42500,172975
7/22/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,40500,162810
7/22/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.94,40500,119070
7/22/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.11,40500,328455
7/22/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.05,39000,157950
7/22/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.92,38500,266420
7/22/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.95,38500,36575
7/23/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.04,43000,87720
7/23/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.97,41500,40255
7/23/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.9,41500,244850
7/23/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.05,40000,82000
7/23/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.01,39500,79395
7/23/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.94,39500,116130
7/23/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.6,42500,68000
7/23/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.48,41000,19680
7/23/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.03,40500,163215
7/23/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.05,40500,83025
7/23/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.06,43000,131580
7/23/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.04,41500,209160
7/23/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,41000,81590
7/23/2020,FY 21,TISCON-TMT IS:1786FE500CRS 16 mm(T),16 MM,12 MM - 32 MM,500D,CRSD,12 METER,Sales A/c GST,14.55875,39800,681954.5
7/23/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.04,42000,295680
7/23/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.98,40500,80190
7/23/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.03,40000,161200
7/23/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.94,40000,117600
7/24/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.07,43000,218010
7/24/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.98,41500,82170
7/24/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.02,41000,123820
7/24/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.98,41000,40180
7/24/2020,FY 21,TISCON-TMT IS:1786FE500CRS 16 mm(T),16 MM,12 MM - 32 MM,500D,CRSD,12 METER,Sales A/c GST,14.55875,39800,681954.5
7/24/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.51,21590,11010.9
7/24/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.09,20375,21353.1
7/24/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.97,20375,19002.3
7/24/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.19,20375,3722.1
7/24/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.89,42200,248558
7/24/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.06,40700,43142
7/24/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,40200,80400
7/24/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.97,40200,79194
7/24/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.92,42500,294100
7/24/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.18,41000,89380
7/24/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,40500,162810
7/24/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.98,40500,80190
7/24/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,40500,40500
7/24/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,39000,681954.5
7/25/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.02,39000,117780
7/25/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.57,43000,196510
7/25/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.03,41500,42745
7/25/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.53,41000,103730
7/25/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.01,41000,123410
7/25/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.12,42000,299040
7/25/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,40500,162810
7/25/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.06,43500,89610
7/25/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.55,42000,23100
7/25/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.5,41500,62250
7/25/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.53,42500,150025
7/25/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.41,41000,57810
7/25/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.02,40500,41310
7/25/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,40500,81000
7/25/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.27,41500,94205
7/25/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.33,39500,131535
7/25/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.36,39500,290720
7/25/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.04,39500,475580
7/25/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.08,41500,169320
7/25/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,40000,80000
7/25/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.01,39500,118895
7/25/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3,39500,118500
7/27/2020,FY 21,TISCON-TMT IS:1786FE500CRS 16 mm(T),16 MM,12 MM - 32 MM,500D,CRSD,12 METER,Sales A/c GST,14.55875,39800,681954.5
7/27/2020,FY 21,TISCON-TMT IS:1786FE500CRS 32 mm(T),32 MM,12 MM - 32 MM,500D,CRSD,12 METER,Sales A/c GST,14.55875,39800,681954.5
7/27/2020,FY 21,TISCON-TMT IS:1786FE500CRS 25 mm(T),25 MM,12 MM - 32 MM,500D,CRSD,12 METER,Sales A/c GST,14.55875,39800,681954.5
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.19,41000,48790
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.41,39500,16195
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.52,39000,20280
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.73,40500,232065
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.29,38500,11165
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.94,38500,36190
7/27/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.51,38500,96635
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4,41500,166000
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.1,39500,82950
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.99,40200,361398
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.01,38700,116487
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,38200,153564
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.96,38200,151272
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.01,43400,43834
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.4,41900,184360
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.55,41400,229770
7/27/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.58,41400,24012
7/27/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.55,41400,22770
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.71,40500,312255
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.13,39000,317070
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.02,38500,116270
7/27/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.01,38500,38885
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,41500,681954.5
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.98,40000,199200
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.89,39500,153655
7/27/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.96,39500,156420
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.83,42000,160860
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.63,40500,106515
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.81,40000,152400
7/27/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.48,40000,59200
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.08,41500,376820
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4,40000,160000
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.01,39500,39895
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.03,39500,80185
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.41,38000,433580
7/27/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.39,36500,87235
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.64,36000,131040
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.93,36000,141480
7/27/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.04,36000,37440
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.59,36000,417240
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.89,36000,356040
7/27/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.27,36000,441720
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.6,42000,571200
7/27/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.81,40000,192400
7/27/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.52,40000,460800
7/27/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,40950,681954.5
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.14,43000,264020
7/28/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,41500,83000
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.03,41000,165230
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.04,42500,129200
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,40500,162810
7/28/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.97,40500,201285
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.07,42000,212940
7/28/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,40500,81810
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.48,40000,99200
7/28/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.42,40000,96800
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,41500,612125
7/28/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.71,40000,148400
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.03,39500,198685
7/28/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.59,39500,339305
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.09,43000,218870
7/28/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.95,41500,39425
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.84,41000,116440
7/28/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.01,41000,123410
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.11,41500,336565
7/28/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.98,40000,79200
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.01,39500,79395
7/28/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.95,39500,156025
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.14,40500,289170
7/28/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.03,39000,274170
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,38500,154770
7/28/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.95,38500,36575
7/28/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.01,38500,38885
7/28/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,34067.8,34067.8
7/28/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.13,34067.8,208835.61
7/28/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.08,34067.8,104928.82
7/28/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.26,34067.8,247332.23
7/28/2020,FY 21,32MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.09,34067.8,445947.5
7/28/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,38500,681954.5
7/28/2020,FY 21,TISCON-TMT IS:1786 Fe500D 16mm  L 4-7m(T),16 MM,12 MM - 32 MM,500D,SHORT LENGTH,4 - 7 METER,Sales A/c GST,7,30600,214200
7/28/2020,FY 21,TISCON-TMT IS:1786 Fe-500D 25mm L 4-7(T),25 MM,12 MM - 32 MM,500D,SHORT LENGTH,4 - 7 METER,Sales A/c GST,12.12,30600,370872
7/28/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.09,40100,404609
7/28/2020,FY 21,TISCON-TMT IS:1786 Fe500D 12mm  L 4-7m(T),12 MM,12 MM - 32 MM,500D,SHORT LENGTH,4 - 7 METER,Sales A/c GST,13.11,30900,405099
7/29/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.07,36100,363527
7/29/2020,FY 21,32MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,36100,577600
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.5,41500,518750
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.75,40000,150000
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.7,39500,146150
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.39,39500,133905
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.86,40000,274400
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.73,38500,143605
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.75,38000,484500
7/29/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.33,38000,126540
7/29/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.78,38000,523640
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.03,41500,208745
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.15,40000,126000
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.51,39500,59645
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.56,39500,101120
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.05,42500,129625
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.11,41000,209510
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,40500,162810
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.41,40500,97605
