DateTime,cem_type,Residue,Blaine,C3A,C4AF,G-SO3,G-Moisture,FA-Blaine,Gypsum Weigh Feeder_TPH,Fly Ash SFF_TPH,Drive Power_MILL_KW,Separator_speed_RPM,Position_Master Roller1_mm,Counter Pressure_HLSM_mm,Hydraulic_pressure,Fan Power_Kw
07-10-2022 20:40,Premium,19.5,365.0,7.23,12.68,42.35,0.7,300.0,3.65,56.65,2985.4,856.0,54.09,21.65,82.74,1262.88
07-10-2022 22:28,Premium,20.0,346.0,7.23,12.68,42.35,0.7,300.0,3.94,56.51,3099.27,906.0,58.02,23.65,81.04,1252.48
07-10-2022 23:26,Non Premium,18.2,341.0,7.23,12.68,42.35,0.7,300.0,3.52,55.65,3135.74,936.0,67.63,23.45,80.52,1255.88
08-10-2022 00:18,Premium,18.8,341.0,7.43,12.8,42.35,0.7,307.0,3.4,52.47,3158.2,924.0,70.7,23.39,81.13,1261.82
08-10-2022 01:20,Premium,20.0,345.0,7.43,12.8,42.35,0.7,307.0,3.65,56.21,3073.15,906.0,50.19,23.37,80.76,1268.81
08-10-2022 02:16,Premium,19.8,338.0,7.43,12.8,42.35,0.7,307.0,3.61,58.34,3143.06,905.0,53.11,23.3,81.54,1254.18
08-10-2022 03:12,Premium,20.1,346.0,7.43,12.8,42.35,0.7,307.0,3.65,59.26,3079.96,905.0,41.37,22.04,81.99,1259.13
08-10-2022 05:12,Premium,21.5,350.0,7.43,12.8,42.35,0.7,307.0,3.61,58.68,3107.04,896.0,55.6,24.36,78.44,1271.54
08-10-2022 06:34,Premium,23.7,337.0,7.43,12.8,42.35,0.7,307.0,3.57,58.33,2888.14,896.0,49.43,22.31,79.47,1269.72
08-10-2022 07:28,Premium,20.2,349.0,7.43,12.8,42.35,0.7,307.0,3.43,56.08,3090.83,896.0,57.92,19.74,81.75,1268.92
08-10-2022 08:24,Premium,21.4,366.0,7.43,12.8,42.35,0.7,307.0,3.6,57.61,3138.14,896.0,65.39,21.34,80.82,1263.26
08-10-2022 16:26,Premium,21.7,359.0,7.43,12.8,42.35,0.7,307.0,3.23,53.74,3226.32,896.0,82.52,21.96,71.88,1244.79
08-10-2022 17:30,Premium,17.4,377.0,7.43,12.8,42.35,0.7,307.0,3.64,59.35,2897.75,985.0,45.45,21.46,83.73,1264.43
08-10-2022 18:24,Premium,16.0,380.0,7.43,12.8,42.35,0.7,307.0,3.56,58.81,3079.07,995.0,57.96,22.83,80.84,1255.24
08-10-2022 19:20,Premium,16.9,373.0,7.43,12.8,42.35,0.7,307.0,3.6,58.84,3140.46,995.0,54.09,22.07,81.85,1254.06
08-10-2022 20:24,Premium,17.8,345.0,7.43,12.8,42.35,0.7,307.0,3.63,56.88,3095.85,916.0,79.08,22.85,80.91,1253.37
08-10-2022 21:22,Premium,20.3,341.0,7.43,12.8,42.35,0.7,307.0,3.66,59.65,3169.3,915.0,51.33,21.75,83.34,1256.88
08-10-2022 22:25,Non Premium,23.5,340.0,7.43,12.8,42.35,0.7,307.0,3.92,63.58,3192.65,865.0,60.82,22.5,81.67,1234.86
08-10-2022 23:04,Premium,18.9,350.0,7.43,12.8,42.35,0.7,307.0,3.6,55.27,1841.55,816.0,131.02,24.4,62.6,1330.26
09-10-2022 00:22,Non Premium,19.1,356.0,7.44,12.9,42.35,0.7,310.0,3.43,55.08,3315.43,876.0,57.79,23.05,80.66,1251.44
09-10-2022 01:22,Non Premium,16.5,396.0,7.44,12.9,42.35,0.7,310.0,3.44,59.87,3134.38,865.0,48.77,21.93,81.92,1252.95
09-10-2022 02:22,Non Premium,20.1,343.0,7.44,12.9,42.35,0.7,310.0,3.43,58.45,3261.93,856.0,48.91,22.98,79.76,1264.76
09-10-2022 03:35,Non Premium,21.4,327.0,7.44,12.9,42.35,0.7,310.0,4.05,69.71,3092.88,837.0,69.6,21.14,83.22,1257.29
09-10-2022 04:38,Non Premium,22.0,330.0,7.44,12.9,42.35,0.7,310.0,4.23,71.14,3171.67,846.0,74.01,22.56,80.94,1238.8
09-10-2022 05:30,Non Premium,21.2,334.0,7.44,12.9,42.35,0.7,310.0,3.85,66.22,3161.97,846.0,56.76,21.5,82.32,1253.54
09-10-2022 06:24,Non Premium,21.7,340.0,7.44,12.9,42.35,0.7,310.0,3.87,70.09,3223.84,856.0,51.13,22.47,82.34,1242.73
09-10-2022 07:28,Non Premium,23.0,343.0,7.44,12.9,42.35,0.7,310.0,3.87,65.46,3179.44,837.0,86.89,23.9,75.73,1270.56
09-10-2022 08:28,Non Premium,24.6,348.0,7.44,12.9,42.35,0.7,310.0,3.8,64.55,2953.43,871.0,58.23,23.25,79.34,1269.03
09-10-2022 09:26,Non Premium,22.9,347.0,7.44,12.9,42.35,0.7,310.0,3.81,64.95,3088.01,886.0,59.93,22.92,80.62,1267.6
09-10-2022 10:28,Non Premium,21.4,346.0,7.44,12.9,42.35,0.7,310.0,4.05,68.48,2797.79,886.0,68.03,20.72,85.12,1272.11
09-10-2022 11:20,Non Premium,18.2,347.0,7.44,12.9,42.35,0.7,310.0,3.87,64.95,3087.71,896.0,80.72,22.6,81.93,1229.61
09-10-2022 14:25,Premium,18.4,343.0,7.44,12.9,42.35,0.7,310.0,3.46,62.89,2868.25,896.0,78.3,22.3,74.4,1275.8
09-10-2022 15:26,Premium,21.0,345.0,7.44,12.9,42.35,0.7,310.0,3.91,66.65,2988.06,896.0,59.8,21.56,81.82,1234.45
09-10-2022 16:32,Premium,17.8,360.0,7.44,12.9,42.35,0.7,310.0,3.81,66.19,3019.57,936.0,77.72,20.29,84.88,1213.08
09-10-2022 17:20,Premium,18.5,363.0,7.44,12.9,42.35,0.7,310.0,4.05,66.33,3122.62,945.0,56.57,20.93,83.54,1200.04
09-10-2022 18:20,Premium,16.9,361.0,7.44,12.9,42.35,0.7,310.0,3.87,68.41,3079.73,945.0,70.63,21.8,84.1,1202.78
09-10-2022 19:25,Premium,21.5,340.0,7.44,12.9,42.35,0.7,310.0,3.94,66.32,3135.67,915.0,60.63,21.27,82.88,1210.17
09-10-2022 20:22,Premium,19.9,346.0,7.44,12.9,42.35,0.7,310.0,2.9,66.78,2852.44,896.0,74.47,22.13,81.14,1213.96
09-10-2022 21:24,Premium,18.7,340.0,7.44,12.9,42.35,0.7,310.0,2.8,67.5,2831.94,897.0,89.73,21.58,83.02,1212.67
09-10-2022 22:34,Premium,19.5,356.0,7.44,12.9,42.35,0.7,310.0,4.4,67.03,3207.14,896.0,73.18,21.99,81.83,1234.04
09-10-2022 23:25,Non Premium,22.8,323.0,7.44,12.9,42.35,0.7,310.0,4.11,63.0,3123.59,887.0,70.43,22.6,81.95,1258.46
10-10-2022 00:28,Premium,18.6,360.0,6.87,12.95,42.35,0.7,314.0,4.49,67.15,3253.85,875.0,78.3,21.03,82.36,1238.24
10-10-2022 01:34,Premium,19.9,343.0,6.87,12.95,42.35,0.7,314.0,4.47,67.28,3274.03,875.0,98.55,24.48,80.16,1248.02
10-10-2022 02:32,Premium,19.8,347.0,6.87,12.95,42.35,0.7,314.0,4.54,68.37,2471.91,876.0,122.32,20.62,83.21,1230.06
10-10-2022 03:28,Non Premium,20.0,354.0,6.87,12.95,42.35,0.7,314.0,4.55,67.5,3284.76,875.0,80.43,22.74,80.02,1214.85
10-10-2022 04:22,Non Premium,19.8,342.0,6.87,12.95,42.35,0.7,314.0,4.3,67.15,2398.0,871.0,127.38,19.39,85.06,1244.54
10-10-2022 05:22,Non Premium,23.4,340.0,6.87,12.95,42.35,0.7,314.0,4.49,67.18,3447.52,855.0,81.11,24.73,77.55,1234.85
10-10-2022 06:26,Non Premium,23.6,345.0,6.87,12.95,42.35,0.7,314.0,4.44,68.18,3096.998385812523,847.0,103.93,20.46,83.79,1254.54
10-10-2022 07:28,Non Premium,21.2,333.0,6.87,12.95,42.35,0.7,314.0,4.15,63.49,3339.24,837.0,68.52,22.49,80.12,1250.46
10-10-2022 11:22,Non Premium,23.4,334.0,6.87,12.95,42.35,0.7,314.0,4.24,66.35,3117.06,856.0,64.11,22.92457080767838,83.22,1269.42
10-10-2022 12:28,Non Premium,23.4,338.0,6.87,12.95,42.35,0.7,314.0,4.2,64.54,3194.14,932.4243849493488,63.24,22.54,82.06,1261.22
10-10-2022 13:40,Non Premium,21.0,347.0,6.87,12.95,42.35,0.7,314.0,4.24,64.95,3294.97,886.0,80.14,20.32,83.65,1257.27
10-10-2022 14:40,Non Premium,18.5,354.0,6.87,12.95,42.35,0.7,314.0,4.23,65.08,3294.45,915.0,49.72,20.3,83.39,1236.54
10-10-2022 15:40,Non Premium,17.3,356.0,6.87,12.95,42.35,0.7,314.0,4.03,64.71,3096.998385812523,915.0,78.88,21.04,82.29,1246.55
10-10-2022 16:40,Non Premium,17.8,364.0,6.87,12.95,42.35,0.7,314.0,2.84,63.52,3086.39,945.0,52.93,21.85,79.71,1216.94
11-10-2022 02:18,Premium,20.0,360.0,7.09,12.8,42.35,0.7,300.0,4.05,64.01,3081.92,846.0,73.53,30.36,69.2,1253.91
11-10-2022 03:26,Premium,20.8,364.0,7.09,12.8,42.35,0.7,300.0,4.1,64.64,3156.66,896.0,80.16,21.38,83.44,1276.36
11-10-2022 04:28,Premium,19.8,369.0,7.09,12.8,42.35,0.7,300.0,4.15,66.28,2269.09,896.0,112.07,21.53,81.69,1290.74
11-10-2022 05:25,Premium,18.4,352.0,7.09,12.8,42.35,0.7,300.0,4.22,65.02,3131.24,896.0,97.91,21.58,82.98,1261.72
11-10-2022 06:25,Premium,19.7,357.0,7.09,12.8,42.35,0.7,300.0,4.36,67.5,3182.94,896.0,74.2,21.61,83.31,1249.04
11-10-2022 07:35,Premium,20.2,377.0,7.09,12.8,42.35,0.7,300.0,4.18,64.38,3237.84,896.0,54.36,20.61,82.77,1258.08
11-10-2022 08:25,Premium,19.2,340.0,7.09,12.8,42.35,0.7,300.0,4.15,62.64,3287.59,875.0,68.54,23.39,80.25,1250.55
11-10-2022 09:23,Premium,20.8,368.0,7.09,12.8,42.35,0.7,300.0,4.17,63.53,3083.99,875.0,69.74,22.13,82.33,1245.04
11-10-2022 10:22,Non Premium,21.0,366.0,7.09,12.8,42.35,0.7,300.0,4.07,62.64,3108.0,875.0,70.76,21.6,82.16,1253.74
11-10-2022 11:25,Non Premium,19.0,381.0,7.09,12.8,42.35,0.7,300.0,4.11,62.88,3189.69,896.0,60.63,22.32,81.35,1222.58
11-10-2022 12:22,Non Premium,21.2,371.0,7.09,12.8,42.35,0.7,300.0,4.18,64.14,3154.9,896.0,80.55,23.32,79.98,1229.53
11-10-2022 13:22,Non Premium,20.8,363.0,7.09,12.8,42.35,0.7,300.0,4.17,62.63,3159.43,896.0,57.65,21.84,83.6,1230.82
11-10-2022 14:24,Premium,19.1,364.0,7.09,12.8,42.35,0.7,300.0,4.02,62.67,3182.41,945.0,82.44,22.96,82.81,1219.69
11-10-2022 15:24,Premium,18.3,371.0,7.09,12.8,42.35,0.7,300.0,4.01,62.8,3176.46,945.0,81.11,20.27,86.1,1236.34
11-10-2022 16:28,Premium,18.2,369.0,7.09,12.8,42.35,0.7,300.0,3.94,61.55,3124.12,945.0,53.94,22.01,83.26,1231.93
11-10-2022 23:40,Premium,22.0,354.0,7.09,12.8,42.35,0.7,300.0,3.58,54.45,2219.59,866.0,108.55,22.63,74.05,1302.29
12-10-2022 00:25,Premium,20.5,378.0,7.34,12.83,42.35,0.7,341.0,4.06,60.21,3224.24,896.0,56.35,20.93,84.26,1276.56
12-10-2022 01:28,Premium,18.0,386.0,7.34,12.83,42.35,0.7,341.0,4.06,62.79,3006.04,945.0,57.03,19.15,86.24,1260.97
12-10-2022 02:36,Premium,19.5,376.0,7.34,12.83,42.35,0.7,341.0,3.85,64.56,2921.35,925.0,75.98,21.93,83.68,1254.9
12-10-2022 03:35,Premium,21.0,354.0,7.34,12.83,42.35,0.7,341.0,3.79,64.05,2887.54,925.0,87.04,19.85,85.42,1250.42
12-10-2022 04:35,Premium,21.7,362.0,7.34,12.83,42.35,0.7,341.0,3.86,64.52,3001.66,925.0,71.88,21.16,83.54,1249.12
12-10-2022 05:34,Premium,19.1,361.0,7.34,12.83,42.35,0.7,341.0,3.92,64.9,3023.06,915.0,75.19,20.95,82.79,1247.9
12-10-2022 06:24,Premium,18.0,383.0,7.34,12.83,42.35,0.7,341.0,4.0,65.76,3215.67,915.0,62.23,20.61,84.87,1230.14
12-10-2022 07:25,Premium,17.8,379.0,7.34,12.83,42.35,0.7,341.0,3.79,61.71,3011.64,887.0,55.83,21.89,81.48,1234.72
12-10-2022 08:20,Premium,19.1,363.0,7.34,12.83,42.35,0.7,341.0,3.93,65.35,3218.05,887.0,76.95,21.85,82.51,1224.35
12-10-2022 09:32,Premium,19.8,372.0,7.34,12.83,42.35,0.7,341.0,3.98,64.31,2922.77,872.0,67.11,21.15,84.1,1235.73
12-10-2022 10:20,Non Premium,20.5,366.0,7.34,12.83,42.35,0.7,341.0,3.94,66.82,3174.52,887.0,58.29,21.04,81.04,1227.34
12-10-2022 11:33,Non Premium,21.7,358.0,7.34,12.83,42.35,0.7,341.0,3.81,65.53,3180.36,896.0,57.38,22.48,82.52,1256.5
12-10-2022 12:24,Non Premium,20.3,381.0,7.34,12.83,42.35,0.7,341.0,4.0,67.14,3042.4,915.0,76.41,21.12,83.09,1233.9
12-10-2022 13:21,Non Premium,18.6,386.0,7.34,12.83,42.35,0.7,341.0,3.88,68.29,2933.83,915.0,64.36,21.36,84.13,1221.58
12-10-2022 14:31,Non Premium,19.0,387.0,7.34,12.83,42.35,0.7,341.0,4.05,68.37,3149.36,915.0,55.5,19.88,84.27,1216.86
12-10-2022 15:32,Non Premium,20.1,391.0,7.34,12.83,42.35,0.7,341.0,3.95,68.21,3203.46,925.0,60.09,22.14,80.37,1224.6
12-10-2022 16:30,Non Premium,20.0,395.0,7.34,12.83,42.35,0.7,341.0,3.86,66.88,3251.09,925.0,59.02,21.09,82.86,1230.97
12-10-2022 17:30,Non Premium,17.2,405.0,7.34,12.83,42.35,0.7,341.0,3.9,67.07,3056.31,925.0,59.02,20.69,84.93,1227.79
12-10-2022 18:30,Non Premium,19.2,380.0,7.34,12.83,42.35,0.7,341.0,3.84,67.23,3063.5,896.0,51.69,23.46,80.26,1232.1
12-10-2022 19:33,Non Premium,20.3,377.0,7.34,12.83,42.35,0.7,341.0,3.96,69.39,3134.22,866.0,64.3,22.64,80.83,1235.06
12-10-2022 20:33,Non Premium,20.0,372.0,7.34,12.83,42.35,0.7,341.0,4.2,69.29,3151.29,875.0,66.14,23.12,80.88,1232.88
12-10-2022 21:20,Non Premium,21.4,380.0,7.34,12.83,42.35,0.7,341.0,3.95,66.52,3221.61,915.0,67.2,21.91,81.39,1228.59
12-10-2022 22:24,Non Premium,20.6,390.0,7.34,12.83,42.35,0.7,341.0,3.98,68.0,3234.26,915.0,56.59,20.94,83.9,1239.82
13-10-2022 00:22,Premium,20.8,374.0,7.21,12.81,42.35,0.7,314.0,3.69,63.4,3238.04,925.0,60.92,22.51,81.76,1253.53
13-10-2022 01:24,Premium,17.5,361.0,7.21,12.81,42.35,0.7,314.0,3.81,64.91,3215.88,945.0,59.95,22.63,82.16,1239.98
13-10-2022 02:28,Premium,18.2,377.0,7.21,12.81,42.35,0.7,314.0,3.83,64.4,3256.69,925.0,47.98,24.09,80.23,1253.86
13-10-2022 03:20,Premium,17.8,372.0,7.21,12.81,42.35,0.7,314.0,3.77,64.04,3217.93,915.0,86.39,24.27,80.22,1252.32
13-10-2022 04:30,Premium,18.3,374.0,7.21,12.81,42.35,0.7,314.0,3.89,62.96,3210.82,905.0,66.39,23.39,81.24,1257.64
13-10-2022 05:33,Premium,19.0,369.0,7.21,12.81,42.35,0.7,314.0,3.85,62.79,3135.59,896.0,55.41,22.38,81.89,1264.53
13-10-2022 06:25,Premium,19.2,350.0,7.21,12.81,42.35,0.7,314.0,3.83,63.64,3292.76,875.0,76.83,22.79,76.29,1269.81
13-10-2022 07:22,Premium,18.2,372.0,7.21,12.81,42.35,0.7,314.0,3.92,62.72,3024.62,865.0,75.94,23.19,80.97,1244.5
13-10-2022 08:38,Premium,18.8,354.0,7.21,12.81,42.35,0.7,314.0,3.83,61.79,3062.54,866.0,66.51,19.97,85.43,1254.69
13-10-2022 09:22,Premium,19.5,350.0,7.21,12.81,42.35,0.7,314.0,3.86,62.66,3101.27,865.0,67.13,22.01,81.23,1255.61
13-10-2022 10:34,Premium,20.1,357.0,7.21,12.81,42.35,0.7,314.0,3.93,63.32,3022.42,860.0,79.06,22.75,81.71,1249.92
13-10-2022 11:22,Premium,21.0,353.0,7.21,12.81,42.35,0.7,314.0,3.7,61.42,3275.03,866.0,68.25,21.02,83.35,1267.78
13-10-2022 12:30,Premium,21.0,356.0,7.21,12.81,42.35,0.7,314.0,3.59,59.37,2810.89,876.0,106.25,29.21,64.74,1265.75
13-10-2022 13:25,Premium,20.7,370.0,7.21,12.81,42.35,0.7,314.0,3.76,66.52,3213.32,915.0,66.39,21.42,82.89,1212.19
13-10-2022 14:31,Premium,20.4,350.0,7.21,12.81,42.35,0.7,314.0,3.83,65.09,3220.17,875.0,62.54,23.1,80.0,1255.52
13-10-2022 15:33,Premium,19.9,365.0,7.21,12.81,42.35,0.7,314.0,3.87,64.34,3116.42,896.0,76.18,21.73,82.4,1251.01
13-10-2022 16:31,Premium,20.0,356.0,7.21,12.81,42.35,0.7,314.0,3.65,60.73,2994.34,896.0,61.65,21.57,83.03,1257.01
13-10-2022 17:31,Premium,20.6,368.0,7.21,12.81,42.35,0.7,314.0,3.72,59.69,3255.68,887.0,66.66,23.49,80.57,1259.0
13-10-2022 18:31,Premium,20.3,371.0,7.21,12.81,42.35,0.7,314.0,3.8,64.35,3197.95,896.0,55.5,21.28,82.44,1265.3
