Residue,Blaine,C3A,C4AF,G-SO3,G-Moisture,FA-Blaine,Gypsum Weigh Feeder_TPH,Fly Ash SFF_TPH,Drive Power_MILL_KW,Separator_speed_RPM,Position_Master Roller1_mm,Counter Pressure_HLSM_mm,Hydraulic_pressure,Fan Power_Kw,categorical__cem_type_Non Premium,categorical__cem_type_Premium
,335.891022,0.14971197,1.897093763,1.197703642,1.221872926,268.5943616,16.94551641,21.63995066,149.5152322,1062.316397,19.10644982,11.49208826,54.40881133,85.49251412,0,1
,405.6678758,0.933667958,1.918706663,1.627757336,4.107499859,287.1161751,18.59940497,48.08120621,172.8810483,1393.260745,46.25828429,23.88175912,72.94451487,115.9067689,1,1
,487.2181807,0.355453083,1.641265462,1.573635699,4.755906709,297.3296296,15.87977698,48.74874385,279.8240627,1106.324747,34.20351961,31.85063317,63.70278297,156.5067095,0,0
,487.6046805,1.503562498,0.490049803,1.05855724,1.807109382,214.2728656,49.12286676,20.75526744,112.8345629,1255.023646,16.12153584,9.317780998,48.92794119,53.7118408,1,1
,379.6498802,1.057590767,1.436093886,1.871419589,4.10373656,228.4056604,25.1988602,31.33996928,285.9799608,1711.167773,49.44119583,15.77082433,34.59289347,130.2131568,0,0
,379.7378489,1.098475774,0.363115635,1.937902907,4.824028863,361.4349041,41.95716133,37.65771692,283.1850606,1538.195173,73.90583911,13.61014623,29.08573144,129.9330074,0,1
,364.9276354,1.898195109,1.502552281,0.696895669,4.830945231,206.0730498,38.29191545,24.897571,136.3546302,1451.544532,5.811409679,34.02470187,31.83081376,96.44291416,0,0
,491.2260004,0.932050645,0.849323109,0.57219096,1.918568877,272.0002591,14.90493193,20.81892712,262.2583535,1519.339921,2.012463027,49.00244447,34.81340278,141.4444874,0,1
,392.0372162,0.573127312,0.230471674,1.779495153,2.499769128,394.5490372,10.09165546,15.17181801,216.634447,1601.30269,84.82557143,38.31124743,67.69101252,96.52905919,0,1
,300.3548231,1.970402178,0.710574125,0.162939958,4.730569005,216.3495798,36.75918638,13.2796844,193.770518,1041.9666,45.41884281,33.92981597,73.95581918,89.52665438,1,1
,310.6092187,0.983622164,1.394943314,1.739033338,4.84456013,254.663123,17.50947038,26.39993275,210.420826,1247.711682,12.08357911,40.6722984,68.96417529,108.1651019,0,0
,329.9514537,1.820462706,0.758647956,1.951301532,4.355142299,328.0185305,31.73971959,30.81373357,223.7020681,1874.683091,60.28633817,5.72837858,53.38627826,77.41840996,1,0
,394.6054681,0.748993248,0.718292971,0.170128361,2.251252716,296.160627,46.1583399,28.67078325,285.6277232,1127.293398,32.70003383,15.15804882,52.94235115,193.0605975,1,0
,470.9920322,1.832527839,0.391541881,1.415883099,2.469875348,249.3286969,26.39503363,15.62914546,171.9449632,1358.384945,48.5404284,18.4483563,28.17369779,163.5716615,1,0
,455.8825198,1.868184716,1.347345758,0.739793571,4.784098426,226.4845962,12.61563722,17.87305641,167.2120877,1925.764834,54.05469046,44.3955474,54.4522519,186.3467562,0,0
,472.3859575,1.364613592,1.388840041,1.085840191,3.190671086,254.7802584,39.00072822,19.54558676,238.1138882,1593.397738,81.95323154,23.5879082,40.27562991,120.9210138,0,0
,351.6284854,0.660050891,1.117874657,0.929783031,2.133226333,390.5552213,37.78134942,15.77830992,263.2016416,1177.380073,14.70469077,4.303268773,51.98494276,138.6083523,1,0
,457.8292058,1.216285554,0.372367963,1.695498378,3.329199417,208.4177268,35.68045327,44.42709231,233.8546811,1088.890882,56.70264873,20.23707713,42.24111818,147.9021165,1,0
,389.9986393,1.646058493,0.547639582,1.228482148,2.633824312,309.0531832,38.97056429,37.39378383,298.5676673,1777.872945,92.48629691,14.75603549,68.60881426,81.29493346,0,1
,430.9835579,1.640373547,1.419063499,0.374936239,2.569460416,391.4098953,13.49118009,21.60563961,205.3674548,1311.608813,77.18023183,0.319009895,31.80209238,101.9271406,1,1
,313.1802154,1.267420275,0.992229103,1.840930092,3.310450285,389.4812223,45.97600948,13.87037781,151.6413351,1106.850469,28.89732971,5.72699836,33.06064551,79.43899496,0,0
,440.568454,1.246076422,1.015386586,0.444417885,1.753923319,219.6104846,48.4606972,28.85061207,108.3267274,1824.076241,18.68814692,25.70397117,25.54319056,51.63928215,0,0
,418.8395563,1.91931711,0.131211274,1.699375373,3.444465476,300.9612919,22.66352236,37.63255453,104.3288682,1104.370893,33.64531189,35.2965423,35.19778538,165.7099859,1,0
,410.6841504,1.403693201,1.507304446,0.371003337,2.951401954,289.6821004,23.97840666,33.36833084,289.1009313,1976.930246,62.60168431,14.32729203,59.34180706,122.5200393,1,0
,333.3310978,1.054659546,0.849115051,1.861256818,3.957370448,383.1834955,25.23062499,36.32191053,102.4275541,1432.649968,27.05378704,0.991185407,76.81089579,87.20872702,0,0
,447.1747044,0.212482588,1.894382809,1.680365419,3.186941305,336.1629611,12.81046618,43.14954524,298.4530919,1507.583016,85.96837516,0.78854985,43.50735886,100.882982,1,1
,491.753021,0.389443551,1.309718816,1.972987678,4.042877849,257.278965,15.25886674,46.02589494,200.5757315,1535.003364,7.079328485,26.5611185,63.68789372,128.0137624,0,1
,436.648063,0.870003478,1.828279912,1.216732068,4.650284059,366.4082325,17.20225645,49.64767211,106.6103636,1969.00015,11.6254493,20.71049196,66.54587468,187.1181691,1,1
,493.4067948,1.734120551,0.153898563,0.643379824,2.114844704,373.8343752,35.54157861,32.71732068,281.1890774,1307.939972,5.266085594,48.23841609,41.14263456,118.0049937,1,1
,410.0751894,1.835874972,0.35019706,0.869121598,2.707654394,291.7059578,42.49448959,11.76891383,206.1947461,1294.740152,22.20378419,48.9678738,44.66837931,139.5076672,0,1
,399.2789044,1.081964473,0.342526715,1.060422029,2.716096725,223.9828547,31.01386679,49.35124872,283.1406686,1040.081272,60.6990494,7.810385022,47.25840277,150.4697248,1,0
,459.3858388,1.845111896,0.738635347,0.853549187,1.156335719,373.5632815,16.17866338,43.33825487,159.9981795,1642.370976,11.65561256,28.27209018,71.65333633,101.8053643,0,0
,442.0522988,0.758442956,1.683958031,1.636092679,1.926534235,389.3007281,45.28698584,12.41788164,198.1369194,1911.618078,37.68585524,16.99545067,66.88634708,164.5859051,0,1
,455.9074771,1.50513044,1.64970886,0.90423371,3.985549039,344.7283236,10.22570246,40.4684908,235.4300453,1876.370827,70.01186504,9.303134956,31.80509079,94.07331368,1,0
,400.8673276,0.698815331,1.752370299,1.006059375,4.158625374,280.4477755,23.2654549,44.62116027,187.9950289,1422.243576,89.73469179,11.69575676,37.25757127,134.0832463,0,1
,303.0063465,1.817857885,0.211778617,0.398301987,3.040254806,313.3277448,48.69026261,24.47254235,168.3373331,1265.32944,30.86991933,32.46569658,57.4798422,168.3808259,1,1
,332.3421165,0.959758199,1.475683213,1.747038985,2.237711255,309.597914,37.57093261,38.59348553,162.5176636,1511.418124,47.32076947,2.891567893,20.51131635,188.8823158,1,1
,312.7774523,1.461493226,0.48619609,1.466667998,3.343556575,370.3749622,43.81036915,14.50422102,296.6703978,1380.50355,82.84366943,0.998528909,57.67800643,131.5802599,0,0
,371.056786,1.395341812,0.630400727,1.986896484,3.687436724,377.8225101,11.75020058,11.21312934,216.4015626,1100.654895,12.07804266,16.41989951,48.03283446,155.1656214,0,1
,388.8335332,0.167292783,0.184493463,0.832832861,4.791233809,274.7649459,47.35476769,28.34182798,293.1996907,1236.288243,50.27913707,19.96500643,42.80587498,70.3589661,1,1
,439.9717445,0.209626172,1.955743987,0.853388872,2.689975967,349.3518391,17.77079455,45.88230363,201.9566179,1462.030281,29.70849131,48.34548496,70.54523383,58.95826727,0,0
,373.7392016,1.282151511,1.469832022,0.313399218,4.925216171,231.8732816,10.19757218,10.0763755,128.1893645,1457.315011,26.87909942,38.81588822,71.17932942,153.6369118,0,0
,389.2136943,1.334138384,1.415153593,1.250283738,4.893876001,349.3391746,11.08243827,44.26713988,216.3889672,1825.737474,73.03329225,13.9168713,40.24057283,105.8490536,0,0
,477.686505,0.470500929,1.559230397,1.57526664,2.624637037,268.8949932,18.18921173,37.85164049,260.844025,1957.199584,66.13446338,34.15635127,79.73837016,145.3522994,0,0
,451.3247996,1.02208052,1.194481746,0.482319664,3.070185319,395.1880849,49.79082368,29.58159433,234.0834387,1251.669133,31.48999101,25.84162817,32.80891266,158.6841126,1,0
,315.4879705,0.153380091,1.463485714,0.396153456,4.629832958,391.7717166,33.20036965,49.31701304,244.3309318,1934.581063,90.87372336,35.84134687,26.64041963,151.9537797,0,0
,432.3795805,1.038345495,0.957005476,0.366230405,3.719293343,257.9901128,39.45898398,42.44111552,194.6088445,1378.011144,63.68034443,48.80263448,20.06417657,74.93625921,0,1
,490.3620104,1.655670059,1.188912151,1.511536234,1.410739381,286.7884472,33.60148636,19.81723422,267.988829,1559.231724,59.04419728,29.63546613,63.41355109,66.61286016,1,1
,480.5411271,1.263784329,0.753968462,1.475183111,2.65541401,214.5123624,42.45602071,33.40746693,266.037913,1625.035007,19.43600823,36.35537736,53.36986578,133.4525219,0,1
,305.5780633,1.977776977,0.429242518,1.611357675,4.32361882,374.54817,10.53433883,38.82378802,120.0943631,1160.288963,21.72806543,45.28589364,42.06079917,120.2635896,1,0
,343.2530379,1.431619266,1.166441952,0.144378052,4.833362284,296.9569336,21.30772225,19.68469127,192.024415,1447.482472,97.30261992,37.28124953,75.20792055,183.3297782,1,1
,482.9646293,1.710337927,1.102701083,0.135851182,2.65366861,318.257671,18.1632483,34.06211517,231.768425,1338.943156,98.1625558,13.69106992,74.96815235,114.7835337,0,1
,391.8236258,1.98703513,0.345592759,0.434756884,3.24277602,243.7030496,14.42961014,19.25246878,114.5108201,1650.108922,53.14934193,2.619352433,28.26534671,90.26036875,1,1
,409.3327598,0.517872334,1.847081631,1.368395723,4.505244965,211.054862,36.51881595,12.95001211,230.221046,1688.651882,47.07083202,2.39087251,75.11651823,141.2390574,0,0
,493.9361929,1.491591598,1.255342018,1.754063616,3.182350219,399.9518099,26.77536545,31.90907826,105.7385219,1682.07261,20.31345576,8.251034632,69.29084865,97.80489726,0,0
,469.0544059,0.642858853,1.635492785,0.805891641,3.878902035,372.1201366,25.16188869,12.51244787,254.9742043,1706.852471,45.66200699,12.81226793,54.05167359,121.7619562,0,1
,497.9317255,1.671325043,0.838094591,0.548799179,4.27680577,388.1571935,38.05609514,14.32947925,239.9612118,1314.945833,23.44105968,5.516201869,77.81134071,135.729582,1,0
,318.221628,0.284942052,1.199610153,1.352802068,3.936042358,307.3019206,15.22523584,40.10672513,249.4082625,1837.246383,34.57279838,40.16363562,61.92657629,167.4884573,0,0
,401.3873124,1.016679187,1.797193454,0.487883614,2.83464523,331.9554097,30.06596387,41.52490404,103.9835627,1219.454219,91.17118825,17.08624268,31.38843591,80.69580602,0,0
,347.9714143,1.984918483,1.28395683,1.839827331,1.005995484,337.1812346,30.76181517,29.97727269,120.5175253,1447.325999,2.071997718,20.8896943,46.89463164,142.5724146,0,1
,445.3591212,0.205040186,1.768411313,0.130626446,3.346047917,295.9241078,23.9213194,23.42642051,262.4287624,1591.057879,41.95876506,8.231706438,38.58938084,182.8809655,0,0
,384.8922463,0.998494738,0.184233748,1.600305483,4.056160432,382.1453724,10.25650979,46.2660836,111.0256421,1663.70661,50.25860507,20.0998807,27.75852501,136.3963963,0,0
,323.9361214,1.351804268,1.999541612,0.498256209,4.972050834,365.3830682,11.02448349,14.17340416,202.7687836,1675.286377,0.290135202,20.04394492,74.65675083,75.43259322,0,1
,369.5998506,1.812392647,1.353848805,0.903915144,4.704682305,233.7008263,34.74998329,20.73867333,252.71758,1816.112764,37.91374199,17.16905124,50.88463898,53.87424253,0,1
,354.7126632,0.398919317,1.635312213,1.827628108,1.375914881,342.4657345,19.63589501,33.86321021,154.8128066,1714.925749,56.31357209,0.05860784,45.49900027,182.1712535,1,0
,398.0254727,0.672556454,0.994126092,1.421734196,3.16487934,223.2409488,24.32610003,29.08075763,106.8449505,1271.109348,48.97639674,20.46564674,67.1802711,82.57537415,1,1
,329.8869804,0.248149866,1.655346869,0.15256651,4.574215748,353.9712968,28.01566301,29.4702479,139.5082484,1007.752351,76.96659603,15.51672174,34.71201705,129.4299618,0,0
,364.8143445,0.549787763,1.211570172,0.680621275,3.132924975,278.9266097,20.64163622,25.62859566,179.0325447,1854.672358,66.07439526,48.17528685,28.46516322,55.39347377,0,1
,317.729684,1.964547731,1.716091284,0.874711469,3.353419304,272.0110359,43.59257173,17.95636274,265.4983278,1252.480501,47.56181437,41.43087615,27.492917,63.82142479,0,0
,322.8512523,0.141341592,0.127971154,1.030991722,1.772158063,218.8570535,41.8533788,22.19735292,279.7801482,1486.404013,32.4047545,15.48721347,46.57605604,60.78618769,0,0
,491.5308697,1.121515801,1.47571995,1.711706939,2.665413336,220.1434643,25.40691366,43.34611073,177.0040916,1611.248792,66.93597908,28.16461269,73.3857857,126.5388491,0,1
,413.0693442,0.872929405,0.196711941,1.616618836,2.102632741,347.6218785,44.74113479,45.87119231,250.1759411,1220.563425,56.27538844,2.754795293,32.19976696,164.6713778,0,0
,432.5140361,1.499520789,0.157214414,1.502501913,2.773187118,276.3508114,12.15514593,26.95699973,246.0168216,1449.361825,7.943663276,21.06739972,40.06347475,190.7416005,0,1
,427.9572229,1.023222469,0.182330095,0.830232346,2.25627257,334.3616918,15.277737,47.08686609,194.6855847,1542.941429,60.79285364,48.70791866,52.23892684,171.4490902,1,1
,411.6948783,0.594504171,0.568290631,0.162488386,4.425997885,265.4591717,42.37037317,10.8845845,171.0449456,1836.823226,15.78463471,24.3703053,45.66780671,166.8530408,0,0
,488.0365849,0.938223242,1.577028815,1.321466809,2.373373773,259.67302,19.80471236,13.45608894,198.1026979,1690.19866,10.75291999,21.61637075,75.09719508,154.511467,0,0
,476.0981006,1.120653254,1.484585178,1.352716753,2.495012586,361.30257,29.31384991,14.72100417,120.4374064,1834.508261,28.82052629,21.99630871,64.32894501,123.6151999,0,1
,349.7751135,1.063637607,1.757900388,1.035015161,3.367553814,290.7962405,35.66700235,39.9646131,156.1574693,1641.01668,15.64279673,42.14805605,44.87205755,77.2830513,0,1
,338.8906238,0.139266468,1.737965792,1.595346282,1.10383097,340.5584272,20.04593912,46.45481983,193.9095939,1375.655751,84.24513087,26.29289765,29.56460087,154.3903634,0,0
,432.1987405,0.453159211,0.184031597,1.935800888,4.234640551,399.1751597,20.27624048,11.61860431,162.4053434,1344.634744,90.47305927,42.9137082,43.62575525,165.5854198,1,0
,305.3710543,1.196863711,0.10703792,0.712542124,1.837643,246.0550459,19.70995939,40.00725097,114.3000411,1698.916756,45.44796869,35.50781226,55.54331356,169.6725833,1,1
,447.1599017,1.970924765,1.248754121,0.936219551,2.662811687,284.2830865,34.51610167,38.53444172,101.5800865,1889.667497,42.37161659,11.12767276,38.5548594,51.38677495,1,1
,400.2838789,0.6784875,0.78035732,0.134930365,3.80202219,217.504513,41.49209499,45.92281956,292.6928641,1948.627099,23.90109383,49.62767379,59.71726766,184.5955257,1,1
,364.2430813,1.334935284,0.88936035,0.380414863,3.346889284,355.3974593,32.39472452,22.57246195,214.5296974,1273.303078,47.84057829,32.64425183,74.33216986,50.43943335,0,1
,405.505002,0.933584654,1.000995561,1.87742584,3.71680714,366.860742,14.72985305,30.28880064,269.3491487,1141.225227,1.94417537,35.89881985,56.73931286,133.5856192,1,0
,356.5640324,0.627397427,1.354983624,1.217143732,4.948569902,248.3268331,29.08342983,48.12136536,218.4708384,1263.611421,72.2697645,23.80400838,27.33452643,120.7022326,0,0
,464.2486917,0.421224403,1.137736084,1.367695333,3.466553872,239.9381627,45.27465435,16.4311626,243.2446988,1604.901342,8.001152498,33.02059767,51.87669082,171.8582,0,0
,403.0162494,1.635241009,0.475396697,0.711769119,4.333989854,325.7366466,43.85086325,35.91522848,147.4456037,1015.971248,66.18324795,35.14622421,66.76572299,107.252459,1,0
,301.4390468,0.102141153,0.711303763,0.900967354,2.151586757,228.4435948,34.4664546,38.48936854,127.2201143,1231.51772,9.637785472,48.86088018,78.91488861,133.0831464,0,1
,481.0850705,0.893744722,1.032267003,0.598537462,4.547495694,329.367186,41.9371004,16.10689522,101.228998,1718.022635,38.84108151,22.96088611,44.40114847,60.11847438,0,0
,461.5599062,1.589398003,1.406654179,1.658002406,3.394926416,333.6296411,11.70949702,12.26465548,123.591776,1352.143576,78.72511998,6.112405746,52.56396847,179.7359604,0,1
,432.9348812,1.643863812,1.981230177,0.307484149,3.038151307,257.3300843,15.14639287,20.57154062,104.8235075,1531.214614,53.3044803,37.05108086,44.61870621,162.9523182,1,0
,322.3550249,0.320524707,0.564202556,0.658993898,3.345423272,387.9726698,44.76565998,27.56756736,244.9159983,1560.440916,47.49235062,49.63082204,43.27795793,143.7009819,0,1
,343.9676732,0.496470736,0.264593794,0.688936864,3.319786239,223.0963378,25.91906275,41.26733565,163.7183179,1829.00303,11.27098494,22.3980846,70.55334195,80.63573872,0,1
,317.5090607,0.85660378,1.650451444,1.062939116,3.824658469,272.6870598,40.17141468,37.51176905,279.9091246,1858.113888,90.17318484,26.38513098,49.19781789,138.9516393,0,1
,312.0073247,0.59843669,0.883066193,0.313337941,2.949465358,353.4222143,10.67690728,23.42041524,299.5114614,1320.238213,68.58421095,34.61641299,52.54585321,174.3951068,0,0
,411.5896891,0.967220774,1.28897819,0.266548812,4.516386593,373.3528556,30.87632767,10.98798419,255.9415672,1303.358401,28.47488668,48.18330963,25.80453158,165.624688,1,1
,486.2412566,0.307969105,1.910219934,0.962784229,3.521764184,298.2413928,34.31336856,41.6161524,168.0594684,1306.403269,12.51096652,25.53400531,74.75206707,118.082625,0,1
,305.3971658,0.705032891,1.721185624,1.591559286,3.550613072,285.9065972,10.64574667,16.37384316,102.1273316,1851.139245,56.64675728,28.28941293,24.90540342,54.53776846,1,0
,471.7351078,0.260871242,0.461552699,1.972011331,4.747550919,388.179209,49.72388532,36.57611039,200.0994829,1128.081456,93.32179094,48.09197411,49.69075676,122.6802213,1,0
,354.5135729,0.105178826,1.136352469,0.887376316,3.954195041,332.3598418,16.96902936,20.39907048,212.1000569,1325.043034,93.30999648,1.665628805,31.24213284,92.17102484,1,0
,337.8300373,1.944720073,1.065416758,1.713957899,1.667481719,399.5588052,13.02087055,41.46791503,232.7638733,1142.086013,70.88675921,35.41617791,77.55021961,119.7519552,0,0
,409.8295048,1.654636827,1.005253577,0.748746938,3.595208354,310.3574875,40.0742621,17.77177517,114.8014006,1603.989888,49.6768079,29.41952845,22.47405283,74.36332424,1,1
,400.8779335,0.378660726,0.765694768,1.323142463,4.459824156,354.2693898,28.79744703,19.70310715,294.7821819,1630.923812,99.19505133,45.15774619,54.21142015,100.8865449,1,0
,350.5679709,0.353933401,0.19482235,0.195935098,1.087060808,303.0501098,47.67071019,21.5336675,259.0442111,1336.429384,91.2322096,7.832394734,58.72497279,74.0522747,0,0
,305.3401095,0.413152329,0.904279026,0.342477175,4.617527914,319.7400824,31.40356534,26.36744266,172.7781389,1364.05785,92.57038875,44.38364209,45.88814656,166.2653547,1,0
,314.3398555,0.96872809,1.464118522,1.530052295,3.342982843,377.4435524,20.86373528,29.96428101,193.3859766,1944.720238,9.718749436,44.00087569,61.20540732,178.858876,0,1
,317.3314324,1.701796891,0.572851242,1.718853386,2.728597883,329.810324,20.37617755,49.73620517,248.2097611,1891.985779,60.67633859,43.98517291,57.40675662,80.63712455,0,1
,495.1161196,1.638809754,1.192204526,0.142239979,2.841235958,300.4135259,36.32663919,17.94716938,207.1647736,1225.264792,51.41643582,49.51410312,68.73136593,81.85251352,0,1
,302.8370138,0.356169379,0.729132961,0.274589156,4.994172391,292.3381133,12.67315235,19.13817426,286.5795788,1232.954656,19.4779175,25.59534583,79.10036889,172.378413,0,0
,374.2552061,1.577867804,0.557172887,0.148106686,4.243032995,303.9280772,42.86854203,24.66084165,179.7831824,1408.112753,6.760085196,7.612502264,39.58302039,173.0504692,1,1
,304.2063394,1.981045477,1.716705848,0.915994396,1.080184094,255.4740162,35.31294354,26.19510629,108.0753407,1295.804475,80.06613741,27.88052415,38.77090776,91.30091151,0,1
,397.6304315,0.587716986,0.708599007,0.375151726,4.675218298,216.5838633,37.71747222,43.3410421,253.2196637,1282.810805,59.56233207,6.04844093,57.2766855,129.639998,0,1
,445.3284553,1.182543167,1.938053102,1.939121951,4.306589854,274.622086,19.25126969,46.4031556,152.5646578,1978.099179,14.72057311,0.661659694,27.56601119,179.7624553,1,0
,360.00872,0.407267423,0.17589898,0.811557563,4.974748965,397.1414998,12.79591612,19.29121746,184.6107665,1954.321752,67.35004335,19.84945593,37.69276689,132.7793629,1,1
,393.0417106,1.351506172,1.91173343,0.715261458,3.064378161,383.8329258,45.75604294,16.50941301,216.2843933,1126.310128,2.723272049,0.040054933,40.83622734,184.0302384,0,0
,316.6895515,1.840247585,0.822395423,0.540658747,4.183864301,361.4904375,39.22679741,25.51776874,281.5789451,1555.104781,26.05880884,21.67134268,69.76833941,102.7691307,0,1
,369.7211007,0.204317903,1.784309782,1.174933281,2.411799611,385.9270601,22.40506931,22.82826611,207.2558477,1740.322557,9.253909872,34.1218472,66.47759433,96.88758831,1,1
,418.638035,1.320138993,1.777241046,0.418893671,4.418208391,258.4290722,22.90116687,37.24825415,279.5167801,1679.233355,55.82824556,38.47908938,76.95143716,64.21373273,1,0
,457.3382721,1.984300775,1.28819257,0.785857773,1.733391598,282.6236489,23.21385302,38.92756294,189.4291879,1770.146405,7.780471654,46.94259005,70.67034225,168.6317381,1,0
,402.6555116,1.24704067,0.605250634,0.573001627,4.606419577,211.0458466,37.31079028,31.72913629,278.0874273,1086.192978,6.80642652,9.846783313,65.32152913,66.66123911,0,1
,367.0527353,1.687447809,0.190029117,1.103742292,1.278301626,269.7609068,23.33695047,44.68155791,125.4083831,1732.54277,26.66841196,49.4181227,33.98626147,169.6026565,1,1
,401.8206596,0.559945664,0.132738726,0.932966871,2.41978313,374.7183782,32.09954604,39.56263741,230.2162402,1187.481197,4.370515371,8.639712679,39.49320645,145.5513027,1,1
,311.6490556,0.119927392,1.871108968,0.320179285,1.787268064,242.5906541,41.46802947,24.46683346,105.9874697,1152.116326,23.78723522,6.817553208,53.34801353,105.4154094,0,1
,347.7123474,1.060520962,0.964742707,1.031632165,2.819876141,287.6692986,45.87965962,47.97256761,104.4453027,1456.951532,12.42186389,40.20438953,50.33935133,82.98021446,0,1
,494.2601298,1.415854283,1.137144986,0.483850726,3.337578858,388.7389823,28.00499501,41.34743044,211.158714,1417.284256,51.86388373,31.15150162,73.70879583,184.6998322,1,1
,359.7953298,1.217849714,1.024849438,0.14126467,4.470751643,352.6857675,47.51533635,35.62814381,173.6079976,1724.40278,92.1850349,11.84274611,39.36087494,85.85846096,1,1
,379.0920197,0.251921041,1.314344588,1.140056175,4.761705028,390.264867,24.25660581,29.43868263,279.2365145,1612.037995,74.1160783,10.76005611,50.57158215,157.8980991,1,0
,357.383906,1.856886005,1.077313674,1.09102208,4.627825314,271.1547727,35.22756227,17.12185006,141.9570903,1588.219946,54.94360952,16.38628511,33.4921025,128.7996762,0,0
,490.4507939,1.95467615,0.953564389,0.151646634,3.425298917,383.6292286,31.53104368,34.53225353,245.9273802,1235.532665,1.955555522,7.338648501,69.29183742,61.0717822,0,1
,389.2093805,0.524473787,0.202173662,1.764214083,4.600471984,319.2908467,36.88971375,27.11601765,192.4879912,1300.597974,45.10178095,29.2966985,38.62117288,67.95217551,0,0
,443.3368471,0.440202944,0.946905616,0.917625791,2.147869738,223.9597353,47.35265496,39.98263973,250.3928733,1560.597059,7.752498366,23.0476828,36.34937518,162.4177752,0,0
,370.5662299,0.108716994,1.581643226,0.690477928,1.110439601,278.0141378,10.02147143,48.47452509,138.7997987,1294.579869,53.45551569,33.02367954,69.85621537,106.8418596,0,1
,310.5993122,1.275450979,1.910034423,1.037540953,2.866045201,218.6463481,34.67105293,42.30317397,297.2105913,1415.88472,50.86530092,35.47833853,29.6243801,91.26987712,0,0
,397.3421878,1.289196215,0.971959173,1.345498442,2.457963828,354.5490345,18.36180119,37.88200445,109.8717272,1580.539154,17.62650403,20.34228806,76.96297406,91.79693708,1,1
,314.3550062,1.660850884,1.198340574,0.185094843,4.083441331,320.1348258,49.12116566,46.80871545,174.2771583,1611.630931,40.31035614,20.03142668,60.77787801,138.4547036,0,0
,345.3203111,0.414969694,1.405452746,1.376115845,1.417317576,293.5515607,40.9132586,24.81664464,209.8186772,1722.537373,79.07258351,40.01986422,61.64582465,112.9977291,1,0
,397.9410157,1.997096799,1.079411322,0.764731887,3.052644566,390.3184663,26.13725922,19.80056003,134.8096554,1651.642686,4.642612498,47.45974119,26.38126284,98.71044535,1,0
,363.1768176,1.5989691,0.184396162,0.252675056,3.704279382,208.7773492,11.29054773,20.27427512,200.0206226,1200.017842,15.76738629,12.28749071,71.2990821,75.52383653,1,1
,353.8974573,1.850085211,0.330322442,0.73115928,3.892750395,228.4378857,17.15281898,39.58005647,289.2665312,1208.354355,73.19288101,12.37394396,34.27697029,138.5804207,0,1
